Region,Province,TypeOfWork,FundingYear,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,StartDate,Contractor,ContractId,ProjectId,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999965.06,49497900,9/27/2022,3/16/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0079,P00632779LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999909.19,46352378.91,12/8/2022,3/28/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0093,P00632765LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,49000000,49497515.89,12/8/2022,3/28/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0085,P00632772LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999959.12,49497500,10/9/2022,3/28/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0088,P00632773LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999964.35,49497900,10/19/2022,3/28/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0084,P00632778LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999950.92,49497500,11/10/2022,3/30/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0089,P00632774LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999974.62,49497500,10/11/2022,3/30/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0090,P00632781LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499903.01,96497818.75,1/31/2023,5/18/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0077,P00637008LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999905.92,49497500,12/5/2022,5/24/2022,739 BUILDERS,22PA0099,P00632770LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96500000,96497900,1/24/2023,5/24/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0078,P00639321LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999983.87,48997900,11/28/2022,6/20/2022,739 BUILDERS,22PA0140,P00621616LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499992.73,96497000,12/5/2022,6/20/2022,739 BUILDERS,22PA0108,P00637009LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999712.6,48997500,12/22/2022,7/20/2022,739 BUILDERS,22PA0211,P00637061LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499940.76,96497500,7/11/2023,12/1/2022,MG SAMIDAN CONSTRUCTION,22PA0344,P00637012LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499974.86,92109279.07,10/1/2023,12/28/2022,739 BUILDERS,22PA0228,P00637010LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999930.33,48997500,7/11/2023,12/28/2022,MG SAMIDAN CONSTRUCTION,22PA0336,P00637060LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999918.22,48997500,6/5/2023,12/28/2022,MG SAMIDAN CONSTRUCTION,22PA0335,P00637063LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499892.57,95238758.44,9/29/2023,12/28/2022,MG SAMIDAN CONSTRUCTION / RM30 PSG CONSTRUCTION CORPORATION,22PA0337,P00639320LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499977.01,94102968.15,10/1/2023,12/28/2022,739 BUILDERS,22PA0229,P00639322LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,91539341.71,91539920.25,7/14/2023,2/15/2023,MG SAMIDAN CONSTRUCTION,22PA0364,P00621275LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,91406704.68,91407703.92,11/17/2023,2/15/2023,MG SAMIDAN CONSTRUCTION,22PA0363,P00639323LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,144749968.2,144747500,12/24/2023,4/14/2023,739 BUILDERS,23PA0047,P00740305LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,144749894.4,144747500,6/24/2024,11/23/2023,MG SAMIDAN CONSTRUCTION / RM30 PSG CONSTRUCTION CORPORATION,23PA0257,P00740307LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2024,96500000,96497500.15,9/16/2024,2/19/2024,MG SAMIDAN CONSTRUCTION,24PA0060,P00823319LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2024,144750000,148497500.8,9/18/2024,2/19/2024,MG SAMIDAN CONSTRUCTION,24PA0037,P00839466LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2024,48250000,48997499.86,9/18/2024,4/17/2024,MG SAMIDAN CONSTRUCTION,24PA0114,P00824667LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999965.97,49497000,7/12/2022,2/9/2022,A.D. MARRERO GENERAL CONSTRUCTION,22PA0036,P00632768LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999940.99,48996810.89,9/15/2022,4/13/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0073,P00637052LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999929.5,48998000,1/19/2023,7/13/2022,739 BUILDERS,22PA0177,P00639437LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,30178018.22,30176120,8/1/2022,2/17/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0031,P00620984LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,29399906.75,29398000,8/7/2022,2/17/2022,A.D. MARRERO GENERAL CONSTRUCTION,22PA0032,P00631101LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,41159987.8,41158000,9/10/2022,3/16/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0072,P00631100LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499807,96498000,11/10/2022,3/24/2022,"PHESCO, INCORPORATED",22PA0030,P00630931LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,49499923.64,49497477.49,1/26/2023,6/15/2022,739 BUILDERS,22PA0127,P00632753LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,49499860.24,49496925.65,1/26/2023,6/15/2022,739 BUILDERS,22PA0126,P00632754LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999962.04,49498000,12/18/2022,6/15/2022,739 BUILDERS,22PA0104,P00632756LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999893.66,49498000,2/21/2023,6/20/2022,739 BUILDERS,22PA0103,P00632771LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,19599978.46,19597172.35,1/10/2023,6/20/2022,739 BUILDERS,22PA0130,P00639438LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999954.11,48998000,1/22/2023,7/20/2022,739 BUILDERS,22PA0224,P00637062LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Drainage Structure,2022,48999593.41,48997065.54,1/4/2023,8/2/2022,A.D. MARRERO GENERAL CONSTRUCTION,22PA0294,P00637059LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,29700000,29700000,4/7/2023,9/12/2022,MG SAMIDAN CONSTRUCTION / RM30 PSG CONSTRUCTION CORPORATION,22PA0249,P00632759LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,29399917.48,28998220.94,7/2/2023,1/11/2023,MG SAMIDAN CONSTRUCTION / RM30 PSG CONSTRUCTION CORPORATION,22PA0185,P00639439LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499987.07,96500000,1/13/2024,4/11/2023,MG SAMIDAN CONSTRUCTION,23PA0021,P00726395LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999938.86,48997987.95,7/22/2022,2/17/2022,A.D. MARRERO GENERAL CONSTRUCTION,22PA0040,P00620986LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999996.07,49000000,8/23/2022,2/17/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0048,P00631102LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,141940493.4,144750000,9/12/2024,11/23/2023,MG SAMIDAN CONSTRUCTION,23PA0253,P00726387LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999939.93,49497200,11/5/2022,2/17/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0046,P00632757LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999811.47,49497200,10/20/2022,2/17/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0049,P00632760LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499903.75,96500000,4/21/2023,7/20/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0193,P00639318LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999959.67,48997500,5/22/2023,11/8/2022,MG SAMIDAN CONSTRUCTION,22PA0339,P00637053LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,95534927.27,95532900,1/6/2023,11/8/2022,MG SAMIDAN CONSTRUCTION,22PA0343,P00639326LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499900.75,94135771.11,1/30/2023,12/28/2022,MG SAMIDAN CONSTRUCTION,22PA0338,P00639319LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,95928688.12,95556743.85,11/25/2023,2/21/2023,MG SAMIDAN CONSTRUCTION,22PA0362,P00637011LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,144749907.4,144744528.6,4/10/2024,4/14/2023,MG SAMIDAN CONSTRUCTION,23PA0104,P00726375LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999946.28,49498154,11/8/2022,2/17/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0045,P00632777LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499918.09,96495674,8/23/2022,5/26/2022,ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES) / UNIMAX STEEL STRUCTURE AND CONSTRUCTION CORP.,22PA0131,P00639325LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999991.51,49497111.11,11/28/2022,5/31/2022,739 BUILDERS,22PA0092,P00632769LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48249912.79,48997532,12/1/2022,6/14/2022,ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES),22PA0151,P00639434LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999903.97,48998714,8/23/2022,6/14/2022,ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES),22PA0142,P00639435LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96499925.87,96496036,8/23/2022,6/20/2022,ROCK-WBL CONSTRUCTION CORP. (FOR: ROCK-WBL CONSTRUCTION TRADING & SERVICES),22PA0141,P00639324LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,77199901.54,77194438,7/21/2023,4/14/2023,MG SAMIDAN CONSTRUCTION,23PA0103,P00726389LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999991.34,46607719.18,9/3/2022,3/1/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0051,P00632758LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999950.01,49497162.42,10/27/2022,3/1/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0050,P00632764LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999938.48,49498000,9/3/2022,3/1/2022,MG SAMIDAN CONSTRUCTION / SEJ CONSTRUCTION & AGGREGATES,22PA0053,P00632776LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999918.77,49000000,9/12/2022,3/10/2022,SEJ CONSTRUCTION & AGGREGATES / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),22PA0075,P00632767LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999966.62,48998000,11/28/2022,5/26/2022,739 BUILDERS,22PA0129,P00637058LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999942.25,48997999.8,1/27/2023,7/25/2022,739 BUILDERS,22PA0212,P00639436LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499996.55,96500000,1/3/2024,5/17/2023,MG SAMIDAN CONSTRUCTION,23PA0125,P00726857LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999807.43,49497342,11/3/2022,4/13/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0042,P00632766LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999933.68,49497153.28,1/20/2023,5/24/2022,739 BUILDERS,22PA0095,P00632780LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999957.44,49497500,9/9/2022,5/31/2022,739 BUILDERS,22PA0101,P00632762LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499890.55,96499891,6/28/2023,3/30/2023,MG SAMIDAN CONSTRUCTION,23PA0019,P00726393LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499879.44,96500000,7/28/2023,3/30/2023,MG SAMIDAN CONSTRUCTION,23PA0022,P00726394LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,146999974.5,144747542,6/29/2023,4/5/2023,MG SAMIDAN CONSTRUCTION,23PA0048,P00740306LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499975.99,96497132,6/28/2023,4/5/2023,MG SAMIDAN CONSTRUCTION,23PA0051,P00740310LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2024,144750000,144710474.2,8/16/2024,2/13/2024,MG SAMIDAN CONSTRUCTION / TWINFORMERS CONSTRUCTION SERVICES,24PA0025,P00821144LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2024,144750000,144750000,8/19/2024,2/13/2024,MG SAMIDAN CONSTRUCTION,24PA0042,P00838338LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,96500000,96497135,1/27/2023,7/20/2022,ST. TIMOTHY CONSTRUCTION CORPORATION,22PA0187,P00621563LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,48249882.28,48248433,10/7/2023,4/4/2023,MG SAMIDAN CONSTRUCTION,23PA0053,P00727258LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499963.91,96497500,1/10/2024,6/14/2023,MG SAMIDAN CONSTRUCTION,23PA0136,P00727252LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,144749975.5,144750000,3/12/2024,7/4/2023,MG SAMIDAN CONSTRUCTION,23PA0152,P00726378LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499917.08,96500000,4/16/2024,8/29/2023,MG SAMIDAN CONSTRUCTION,23PA0134,P00727256LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999983.5,48998000,2/3/2025,10/24/2022,MG SAMIDAN CONSTRUCTION,22PA0329,P00637055LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2022,48999972.54,48810861.7,5/4/2023,12/28/2022,MG SAMIDAN CONSTRUCTION,22PA0331,P00637056LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,96499906.45,96500000,1/2/2024,3/30/2023,MG SAMIDAN CONSTRUCTION,23PA0020,P00726391LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,77199923.53,77200000,12/7/2023,4/17/2023,MG SAMIDAN CONSTRUCTION,23PA0070,P00726390LZ,,,,,,,,,,,,,
XIV,Abra,Construction of Flood Mitigation Structure,2023,144749971.4,144750000,3/4/2024,4/27/2023,MG SAMIDAN CONSTRUCTION,23PA0116,P00726388LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,40479866,40254513.26,7/14/2022,2/15/2022,CELESTINO CONSTRUCTION DEVELOPMENT CORPORATION (FORMERLY: JJA CONSTRUCTION & SUPPLY),22PL0027,P00621005LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Dike,2022,57849803.74,57562739,8/1/2023,3/21/2022,JTM CONSTRUCTION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),22PL0026,P00620808LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Dike,2022,57857801.11,57568444.07,3/29/2023,4/8/2022,OMENGAN CONSTRUCTION & DEVELOPMENT CORPORATION,22PL0055,P00621496LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,4939337,4811362.67,7/15/2022,4/8/2022,BAGWIS CONSTRUCTION,22PL0056,P00632785LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,48977851.32,48970460.61,7/28/2023,2/20/2023,JTM CONSTRUCTION / GARVIS CONSTRUCTION CORPORATION,23PL0021,P00726657LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,29126922.2,29100540.73,6/20/2023,2/20/2023,QUIÑONES CONSTRUCTION,23PL0019,P00736181LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,144745196.1,144750000,6/21/2024,4/12/2023,JTM CONSTRUCTION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),23P00004,P00726412LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,4948513.52,4941699.76,8/30/2023,6/20/2023,ZERO ONE CONSTRUCTION AND SUPPLY,23PL0074,P00742291LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Drainage Structure,2023,6923941.35,6918940.57,11/15/2023,7/5/2023,BIGA CONSTRUCTION,23PL0090,P00742290LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,9800000,9793424.9,7/25/2024,6/11/2024,ZERO ONE CONSTRUCTION AND SUPPLY,24PL0061,P00824672LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,48983118.75,48449186.44,1/5/2023,2/15/2022,JTM CONSTRUCTION / EGB CONSTRUCTION CORPORATION (FORMERLY: EGB CONSTRUCTION),22PL0003,P00621006LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,77187735.33,77200000,4/13/2023,3/21/2022,BHM CONSTRUCTION,22PL0024,P00620806LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,4948999,4839336.32,10/5/2022,3/31/2022,MATAGOAN KJ BUILDERS AND ENGINEERING SERVICES,22PL0035,P00632786LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,48976965.5,48921766.56,1/25/2024,2/20/2023,JTM CONSTRUCTION,23PL0020,P00736182LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,14700000,14311781.71,11/30/2022,2/21/2022,BHM CONSTRUCTION,22PK0005,P00620485LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,14700000,14326756.83,5/29/2023,2/21/2022,BHM CONSTRUCTION,22PK0003,P00620488LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,90497700,88694393.45,8/15/2023,3/29/2022,BHM CONSTRUCTION / FIAT CONSTRUCTION SERVICES,22PK0055,P00620140LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Drainage Structure,2023,4950000,4950000,10/28/2023,5/29/2023,RAD CONSTRUCTION,23PK0071,P00742292LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,5390000,5309149.1,6/7/2024,2/15/2024,BHM CONSTRUCTION,24PK0009,P00820767LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,14700000,14589077.57,9/15/2022,2/21/2022,BANGYAN 3D CONSTRUCTION,22PK0027,P00621015LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,9800000,9525442.35,12/28/2022,2/27/2022,BHM CONSTRUCTION,22PK0006,P00620484LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,4900000,4894642.74,11/26/2024,4/4/2024,W.V. CONSTRUCTION,24PK0025,P00820766LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,2450000,2445325.03,7/31/2024,4/18/2024,ABMJ CONSTRUCTION AND AGGREGATES,24PK0042,P00824678LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,6930000,6926724.62,10/4/2024,6/13/2024,RAD CONSTRUCTION,24PK0058,P00845931LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,29400000,29400000,4/25/2023,2/21/2022,BANGYAN 3D CONSTRUCTION,22PK0016,P00621020LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,9800000,8405370.83,8/22/2023,3/2/2022,MATAGOAN KJ BUILDERS AND ENGINEERING SERVICES,22PK0014,P00620489LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,4900000,4605589.49,9/12/2022,3/2/2022,ROCKWELL BUILDERS,22PK0019,P00621019LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,4900000,4467751.53,9/23/2022,4/6/2022,SONBLESSED CONSTRUCTION AND SUPPLY,22PK0007,P00620487LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Slope Protection Structure,2022,3312626.46,3195154.18,10/25/2023,1/12/2023,BANGYAN 3D CONSTRUCTION,22PK0086,P00644766LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,16660000,16609960.78,2/15/2024,2/21/2023,HKBT CONSTRUCTION,23PK0006,P00726664LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,9800000,9794194.36,10/6/2023,3/13/2023,HKBT CONSTRUCTION,23PK0034,P00726104LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,34300000,34288345.49,2/26/2024,3/13/2023,BANGYAN 3D CONSTRUCTION,23PK0032,P00726660LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,7840000,7834904.25,4/15/2024,4/17/2023,SONBLESSED CONSTRUCTION AND SUPPLY,23PK0033,P00726102LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,4900000,4894091.75,10/29/2023,4/17/2023,SONBLESSED CONSTRUCTION AND SUPPLY,23PK0035,P00726103LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,4900000,4893851.15,11/5/2023,6/19/2023,HKBT CONSTRUCTION,23PK0077,P00726663LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,19600000,19592654.05,7/21/2024,2/15/2024,BANGYAN 3D CONSTRUCTION,24PK0002,P00821561LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,9800000,8598099.86,10/20/2022,3/2/2022,FEREST DWAYNE CONSTRUCTION,22PK0013,P00621014LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2022,9800000,9788631.81,10/25/2022,4/10/2022,YUNAKIM CONSTRUCTION,22PK0037,P00621017LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Slope Protection Structure,2022,11551050,11540507.97,10/24/2023,1/12/2023,BANGYAN 3D CONSTRUCTION,22PK0087,P00644764LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Slope Protection Structure,2022,9630700,9620504.08,10/24/2023,1/12/2023,BANGYAN 3D CONSTRUCTION,22PK0088,P00644765LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,9800000,9752558.5,11/13/2023,2/21/2023,JEP CONSTRUCTION,23PK0005,P00726661LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2023,9800000,9798721.6,12/15/2023,4/14/2023,FEREST DWAYNE CONSTRUCTION,23PK0010,P00726662LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,8820000,8815139.84,8/22/2024,3/14/2024,MA BUYAGAN CONSTRUCTION SERVICES,24PK0014,P00821563LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,11760000,11747921.15,2/24/2025,4/4/2024,MA BUYAGAN CONSTRUCTION SERVICES,24PK0033,P00821557LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2024,1960000,1949979.46,8/22/2024,4/29/2024,JEP CONSTRUCTION,24PK0027,P00824677LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2021,4900000,4828417.94,8/10/2022,3/24/2022,SALTAN RIVER CORPORATION,21PK0009,P00525928LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2021,9800000,9506591.63,12/16/2022,3/24/2022,BHM CONSTRUCTION,21PK0018,P00525935LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Drainage Structure,2021,1960000,1905025.19,8/22/2023,3/24/2022,BHM CONSTRUCTION,21PK0060,P00525938LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Flood Mitigation Structure,2021,2940000,2816343.9,10/24/2022,3/24/2022,SALTAN RIVER CORPORATION,21PK0035,P00525939LZ,,,,,,,,,,,,,
XIV,Kalinga,Construction of Drainage Structure,2021,2940000,2886474.56,10/24/2022,3/24/2022,SALTAN RIVER CORPORATION,21PK0044,P00525940LZ,,,,,,,,,,,,,
